filename,width,height,class,xmin,ymin,xmax,ymax
frame_no_06563.jpg,1920,1080,7,1121,137,1189,334
frame_no_09221.jpg,1920,1080,1,1622,693,1913,1072
frame_no_09221.jpg,1920,1080,4,1139,166,1209,402
frame_no_09221.jpg,1920,1080,6,1087,147,1124,277
frame_no_09221.jpg,1920,1080,7,54,638,397,1080
frame_no_05962.jpg,1920,1080,1,1422,726,1832,1082
frame_no_05962.jpg,1920,1080,4,0,719,116,999
frame_no_05962.jpg,1920,1080,5,1131,524,1420,908
frame_no_05962.jpg,1920,1080,6,937,215,1098,641
frame_no_05962.jpg,1920,1080,7,1126,103,1176,290
frame_no_18966.jpg,1920,1080,1,1121,898,1409,1067
frame_no_18966.jpg,1920,1080,3,18,825,342,1080
frame_no_18966.jpg,1920,1080,7,1368,394,1609,745
frame_no_17766.jpg,1920,1080,1,1427,693,1687,1074
frame_no_17766.jpg,1920,1080,7,1362,402,1612,742
frame_no_13987.jpg,1920,1080,1,1352,703,1710,1074
frame_no_13987.jpg,1920,1080,2,677,758,1181,1082
frame_no_13987.jpg,1920,1080,4,1342,350,1544,713
frame_no_13987.jpg,1920,1080,7,173,521,524,1072
frame_no_15896.jpg,1920,1080,1,1472,706,1755,1072
frame_no_15896.jpg,1920,1080,4,10,646,249,945
frame_no_15896.jpg,1920,1080,7,1350,384,1609,737
frame_no_12518.jpg,1920,1080,1,1453,732,1721,1069
frame_no_12518.jpg,1920,1080,3,1134,441,1399,825
frame_no_12518.jpg,1920,1080,7,-5,472,244,1056
frame_no_06007.jpg,1920,1080,1,1433,729,1853,1077
frame_no_06007.jpg,1920,1080,3,874,251,978,425
frame_no_06007.jpg,1920,1080,4,0,721,116,983
frame_no_06007.jpg,1920,1080,5,1126,527,1420,906
frame_no_06007.jpg,1920,1080,7,1113,129,1181,293
frame_no_12767.jpg,1920,1080,1,1412,724,1713,1080
frame_no_12767.jpg,1920,1080,3,1137,436,1394,825
frame_no_07648.jpg,1920,1080,1,1544,695,1902,1072
frame_no_07648.jpg,1920,1080,5,1077,111,1137,311
frame_no_07648.jpg,1920,1080,6,1274,399,1568,737
frame_no_07648.jpg,1920,1080,7,882,197,1035,532
frame_no_12199.jpg,1920,1080,1,1461,739,1731,1067
frame_no_12199.jpg,1920,1080,3,1129,443,1388,833
frame_no_12199.jpg,1920,1080,4,316,768,641,1074
frame_no_11676.jpg,1920,1080,1,1407,739,1697,1069
frame_no_11676.jpg,1920,1080,3,1137,443,1394,815
frame_no_11676.jpg,1920,1080,4,314,791,633,1077
frame_no_05528.jpg,1920,1080,1,1440,706,1812,1077
frame_no_05528.jpg,1920,1080,5,1116,524,1414,926
frame_no_05528.jpg,1920,1080,6,963,189,1087,532
frame_no_05528.jpg,1920,1080,7,1108,129,1163,290
frame_no_14353.jpg,1920,1080,1,1357,703,1757,1059
frame_no_14353.jpg,1920,1080,2,703,724,1147,1074
frame_no_14353.jpg,1920,1080,3,18,791,425,1077
frame_no_14353.jpg,1920,1080,4,1064,480,1352,830
frame_no_14353.jpg,1920,1080,7,186,451,529,1072
frame_no_01028.jpg,1920,1080,1,1529,682,1861,1064
frame_no_06555.jpg,1920,1080,1,1640,685,1918,1080
frame_no_06555.jpg,1920,1080,2,700,986,913,1072
frame_no_06555.jpg,1920,1080,3,830,324,1051,682
frame_no_06555.jpg,1920,1080,5,1388,298,1682,747
frame_no_06555.jpg,1920,1080,6,1041,386,1352,812
frame_no_06555.jpg,1920,1080,7,1121,140,1189,334
frame_no_16879.jpg,1920,1080,1,1560,687,1895,1080
frame_no_16879.jpg,1920,1080,7,1365,389,1609,755
frame_no_14867.jpg,1920,1080,1,1414,713,1809,1074
frame_no_14867.jpg,1920,1080,2,651,667,1191,1067
frame_no_14867.jpg,1920,1080,4,308,599,620,1080
frame_no_14867.jpg,1920,1080,7,0,511,295,1059
frame_no_13266.jpg,1920,1080,1,1357,682,1716,1077
frame_no_13266.jpg,1920,1080,2,861,594,1339,1077
frame_no_13266.jpg,1920,1080,3,939,231,1126,654
frame_no_13266.jpg,1920,1080,4,319,394,573,970
frame_no_13266.jpg,1920,1080,7,581,334,828,937
frame_no_19316.jpg,1920,1080,1,1173,820,1536,1069
frame_no_19316.jpg,1920,1080,2,729,963,960,1069
frame_no_19316.jpg,1920,1080,4,10,441,233,916
frame_no_19316.jpg,1920,1080,7,1368,389,1612,750
frame_no_07394.jpg,1920,1080,1,1487,755,1721,1082
frame_no_07394.jpg,1920,1080,5,1440,324,1690,726
frame_no_07394.jpg,1920,1080,6,1080,392,1352,822
frame_no_07394.jpg,1920,1080,7,874,202,1048,527
frame_no_17519.jpg,1920,1080,1,1394,669,1690,1080
frame_no_17519.jpg,1920,1080,7,1362,410,1609,734
frame_no_15827.jpg,1920,1080,1,1521,680,1861,1069
frame_no_15827.jpg,1920,1080,3,83,765,358,1072
frame_no_15827.jpg,1920,1080,4,0,752,119,1054
frame_no_15827.jpg,1920,1080,7,1344,394,1614,737
frame_no_18707.jpg,1920,1080,1,1586,677,1923,1077
frame_no_18707.jpg,1920,1080,7,1365,392,1609,742
frame_no_01545.jpg,1920,1080,1,1414,716,1812,1074
frame_no_01545.jpg,1920,1080,4,44,529,262,913
frame_no_09091.jpg,1920,1080,1,1453,729,1835,1074
frame_no_09091.jpg,1920,1080,3,1007,158,1059,303
frame_no_09091.jpg,1920,1080,4,1111,231,1176,407
frame_no_09091.jpg,1920,1080,7,20,687,363,1069
frame_no_04114.jpg,1920,1080,1,1529,724,1819,1077
frame_no_04114.jpg,1920,1080,3,1028,129,1077,327
frame_no_04114.jpg,1920,1080,4,1085,140,1139,308
frame_no_04114.jpg,1920,1080,5,950,129,1061,376
frame_no_08125.jpg,1920,1080,1,1625,700,1902,1074
frame_no_08125.jpg,1920,1080,6,1305,410,1570,830
frame_no_08125.jpg,1920,1080,7,861,277,1098,784
frame_no_17804.jpg,1920,1080,1,1417,703,1690,1077
frame_no_17804.jpg,1920,1080,7,1360,397,1614,747
frame_no_10440.jpg,1920,1080,1,1536,729,1822,1067
frame_no_10440.jpg,1920,1080,3,1150,443,1381,825
frame_no_10440.jpg,1920,1080,4,314,713,589,1082
frame_no_01956.jpg,1920,1080,1,1492,695,1767,1069
frame_no_01956.jpg,1920,1080,5,1025,140,1080,306
frame_no_07482.jpg,1920,1080,1,1544,830,1825,1072
frame_no_07482.jpg,1920,1080,5,1417,275,1661,815
frame_no_07482.jpg,1920,1080,6,1080,392,1352,825
frame_no_07482.jpg,1920,1080,7,877,225,1046,532
frame_no_15207.jpg,1920,1080,1,1451,716,1830,1072
frame_no_15207.jpg,1920,1080,2,651,750,1144,1087
frame_no_15207.jpg,1920,1080,7,303,358,550,945
frame_no_10967.jpg,1920,1080,1,1490,719,1786,1074
frame_no_10967.jpg,1920,1080,3,1142,443,1396,817
frame_no_10967.jpg,1920,1080,4,306,737,623,1074
frame_no_10967.jpg,1920,1080,7,-5,737,238,1061
frame_no_14604.jpg,1920,1080,1,1435,716,1814,1072
frame_no_14604.jpg,1920,1080,4,467,560,812,1028
frame_no_14604.jpg,1920,1080,7,51,516,410,1067
frame_no_02621.jpg,1920,1080,1,1529,726,1825,1072
frame_no_02621.jpg,1920,1080,3,970,158,1043,381
frame_no_02621.jpg,1920,1080,4,1061,147,1134,376
frame_no_02621.jpg,1920,1080,5,1015,111,1077,350
frame_no_09730.jpg,1920,1080,1,1523,675,1869,1067
frame_no_09730.jpg,1920,1080,3,1150,493,1523,906
frame_no_09730.jpg,1920,1080,4,1147,251,1266,485
frame_no_10782.jpg,1920,1080,1,1544,729,1812,1077
frame_no_10782.jpg,1920,1080,3,1137,399,1381,822
frame_no_10782.jpg,1920,1080,4,298,747,750,1067
frame_no_14917.jpg,1920,1080,1,1412,716,1809,1074
frame_no_14917.jpg,1920,1080,2,682,638,1168,1069
frame_no_14917.jpg,1920,1080,4,246,711,540,1072
frame_no_14369.jpg,1920,1080,1,1360,682,1736,1059
frame_no_14369.jpg,1920,1080,2,687,664,1176,1072
frame_no_14369.jpg,1920,1080,3,20,820,371,1072
frame_no_14369.jpg,1920,1080,7,179,462,527,1074
frame_no_04776.jpg,1920,1080,1,1638,687,1897,1077
frame_no_04776.jpg,1920,1080,4,1087,189,1142,332
frame_no_04776.jpg,1920,1080,5,986,111,1043,355
frame_no_04693.jpg,1920,1080,1,1632,685,1913,1069
frame_no_04693.jpg,1920,1080,5,978,111,1048,360
frame_no_06674.jpg,1920,1080,1,1627,682,1905,1077
frame_no_06674.jpg,1920,1080,3,978,223,1108,586
frame_no_06674.jpg,1920,1080,5,1396,311,1690,745
frame_no_06674.jpg,1920,1080,6,1054,384,1352,810
frame_no_06674.jpg,1920,1080,7,1118,140,1196,342
frame_no_19043.jpg,1920,1080,1,1373,882,1578,1072
frame_no_19043.jpg,1920,1080,3,15,830,251,1077
frame_no_19043.jpg,1920,1080,7,1368,389,1609,747
frame_no_04065.jpg,1920,1080,1,1417,685,1778,1069
frame_no_04065.jpg,1920,1080,4,1131,140,1178,311
frame_no_04065.jpg,1920,1080,5,965,124,1054,355
frame_no_03589.jpg,1920,1080,1,1565,687,1853,1072
frame_no_03589.jpg,1920,1080,4,1100,163,1157,303
frame_no_03589.jpg,1920,1080,5,973,119,1048,334
frame_no_03879.jpg,1920,1080,1,1422,677,1765,1067
frame_no_03879.jpg,1920,1080,5,970,135,1051,368
frame_no_04020.jpg,1920,1080,1,1422,677,1762,1069
frame_no_04020.jpg,1920,1080,4,1129,140,1186,311
frame_no_04020.jpg,1920,1080,5,970,124,1056,360
frame_no_03422.jpg,1920,1080,1,1568,690,1853,1064
frame_no_03422.jpg,1920,1080,3,1038,137,1080,298
frame_no_03422.jpg,1920,1080,4,989,116,1041,306
frame_no_03422.jpg,1920,1080,5,934,116,1025,311
frame_no_16171.jpg,1920,1080,1,1435,700,1799,1077
frame_no_16171.jpg,1920,1080,7,1368,399,1607,742
frame_no_10000.jpg,1920,1080,1,1495,729,1799,1080
frame_no_10000.jpg,1920,1080,3,1168,420,1414,815
frame_no_10000.jpg,1920,1080,4,1092,293,1217,542
frame_no_10816.jpg,1920,1080,1,1544,729,1822,1072
frame_no_10816.jpg,1920,1080,3,1137,430,1391,815
frame_no_10816.jpg,1920,1080,4,295,729,636,1077
frame_no_10816.jpg,1920,1080,7,-5,737,244,1061
frame_no_19756.jpg,1920,1080,7,1375,347,1635,726
frame_no_06008.jpg,1920,1080,1,1433,732,1856,1077
frame_no_06008.jpg,1920,1080,3,874,249,981,430
frame_no_06008.jpg,1920,1080,4,0,721,119,983
frame_no_06008.jpg,1920,1080,5,1116,521,1425,919
frame_no_06008.jpg,1920,1080,7,1111,129,1181,293
frame_no_01060.jpg,1920,1080,1,1529,685,1858,1064
frame_no_01060.jpg,1920,1080,3,98,854,490,1080
frame_no_11354.jpg,1920,1080,1,1394,667,1695,1069
frame_no_11354.jpg,1920,1080,3,1139,441,1391,817
frame_no_11354.jpg,1920,1080,4,314,737,625,1074
frame_no_00457.jpg,1920,1080,1,1531,685,1864,1069
frame_no_09108.jpg,1920,1080,1,1513,726,1838,1074
frame_no_09108.jpg,1920,1080,3,986,147,1041,308
frame_no_09108.jpg,1920,1080,4,1111,223,1181,405
frame_no_09108.jpg,1920,1080,7,31,734,358,1048
frame_no_17155.jpg,1920,1080,1,1461,726,1747,1069
frame_no_17155.jpg,1920,1080,7,1362,397,1609,750
frame_no_06205.jpg,1920,1080,3,1009,150,1074,353
frame_no_06205.jpg,1920,1080,4,0,706,119,978
frame_no_06205.jpg,1920,1080,5,1157,363,1466,890
frame_no_06205.jpg,1920,1080,7,1116,135,1189,319
frame_no_13842.jpg,1920,1080,1,1396,711,1692,1074
frame_no_13842.jpg,1920,1080,2,685,752,1176,1087
frame_no_13842.jpg,1920,1080,3,147,412,249,794
frame_no_13842.jpg,1920,1080,4,1324,332,1523,726
frame_no_13842.jpg,1920,1080,7,207,485,516,1082
frame_no_12780.jpg,1920,1080,1,1453,729,1726,1069
frame_no_12780.jpg,1920,1080,3,1137,430,1394,825
frame_no_15947.jpg,1920,1080,1,1477,708,1778,1074
frame_no_15947.jpg,1920,1080,4,5,571,207,968
frame_no_15947.jpg,1920,1080,7,1368,397,1607,739
frame_no_08450.jpg,1920,1080,1,1461,698,1755,1067
frame_no_08450.jpg,1920,1080,3,965,171,1051,355
frame_no_08450.jpg,1920,1080,6,1277,417,1575,817
frame_no_08450.jpg,1920,1080,7,1043,329,1264,817
frame_no_17311.jpg,1920,1080,1,1461,734,1752,1067
frame_no_17311.jpg,1920,1080,7,1365,397,1607,747
frame_no_13357.jpg,1920,1080,1,1350,698,1708,1069
frame_no_13357.jpg,1920,1080,2,737,721,1170,1077
frame_no_13357.jpg,1920,1080,3,1025,262,1176,664
frame_no_13357.jpg,1920,1080,4,371,558,659,1059
frame_no_13357.jpg,1920,1080,7,623,337,893,963
frame_no_16191.jpg,1920,1080,1,1362,711,1726,1077
frame_no_16191.jpg,1920,1080,7,1370,399,1604,737
frame_no_04566.jpg,1920,1080,1,1661,677,1921,1046
frame_no_04566.jpg,1920,1080,5,989,116,1056,355
frame_no_09343.jpg,1920,1080,1,1440,719,1822,1074
frame_no_09343.jpg,1920,1080,3,952,220,1100,591
frame_no_09343.jpg,1920,1080,4,1077,158,1137,412
frame_no_01148.jpg,1920,1080,1,1557,693,1851,1069
frame_no_01148.jpg,1920,1080,3,350,843,682,1072
frame_no_18595.jpg,1920,1080,1,1448,680,1793,1074
frame_no_18595.jpg,1920,1080,4,2,690,96,851
frame_no_18595.jpg,1920,1080,7,1365,394,1609,742
frame_no_00591.jpg,1920,1080,1,1539,672,1877,1072
frame_no_00591.jpg,1920,1080,3,88,880,340,1072
frame_no_11376.jpg,1920,1080,1,1461,721,1731,1064
frame_no_11376.jpg,1920,1080,3,1137,438,1394,817
frame_no_11376.jpg,1920,1080,4,295,742,630,1069
frame_no_11376.jpg,1920,1080,7,0,726,257,1077
frame_no_17785.jpg,1920,1080,1,1433,698,1692,1077
frame_no_17785.jpg,1920,1080,7,1362,402,1612,745
frame_no_10738.jpg,1920,1080,1,1547,729,1822,1077
frame_no_10738.jpg,1920,1080,3,1150,436,1373,825
frame_no_10738.jpg,1920,1080,4,290,758,649,1080
frame_no_11304.jpg,1920,1080,1,1427,687,1695,1072
frame_no_11304.jpg,1920,1080,3,1150,438,1396,820
frame_no_03777.jpg,1920,1080,1,1422,677,1765,1067
frame_no_03777.jpg,1920,1080,5,963,140,1048,368
frame_no_13195.jpg,1920,1080,1,1453,716,1731,1072
frame_no_13195.jpg,1920,1080,2,371,337,675,1020
frame_no_13195.jpg,1920,1080,3,1035,244,1157,677
frame_no_13195.jpg,1920,1080,4,233,405,495,957
frame_no_13195.jpg,1920,1080,7,552,321,797,978
frame_no_17271.jpg,1920,1080,1,1469,729,1752,1074
frame_no_17271.jpg,1920,1080,7,1360,397,1612,747
frame_no_19918.jpg,1920,1080,7,1152,181,1266,555
frame_no_15731.jpg,1920,1080,1,1495,719,1793,1080
frame_no_15731.jpg,1920,1080,4,41,706,347,1059
frame_no_15731.jpg,1920,1080,7,1350,355,1586,719
frame_no_03246.jpg,1920,1080,1,1531,677,1864,1061
frame_no_03246.jpg,1920,1080,3,1028,137,1069,303
frame_no_17439.jpg,1920,1080,1,1414,719,1708,1074
frame_no_17439.jpg,1920,1080,7,1365,386,1607,750
frame_no_14424.jpg,1920,1080,1,1357,693,1713,1067
frame_no_14424.jpg,1920,1080,2,591,817,947,1074
frame_no_14424.jpg,1920,1080,3,12,820,373,1069
frame_no_14424.jpg,1920,1080,4,937,495,1253,1061
frame_no_14424.jpg,1920,1080,7,163,462,524,1077
frame_no_01388.jpg,1920,1080,3,80,882,311,1077
frame_no_13872.jpg,1920,1080,1,1355,700,1705,1074
frame_no_13872.jpg,1920,1080,2,680,765,1178,1080
frame_no_13872.jpg,1920,1080,4,1337,376,1547,721
frame_no_13872.jpg,1920,1080,7,194,493,490,1077
frame_no_16344.jpg,1920,1080,1,1365,708,1739,1077
frame_no_16344.jpg,1920,1080,7,1368,386,1609,737
frame_no_16930.jpg,1920,1080,1,1482,716,1778,1074
frame_no_16930.jpg,1920,1080,7,1365,389,1609,755
frame_no_19838.jpg,1920,1080,7,1357,324,1516,719
frame_no_18128.jpg,1920,1080,1,1388,675,1697,1077
frame_no_18128.jpg,1920,1080,7,1381,392,1620,742
frame_no_16494.jpg,1920,1080,1,1370,711,1747,1082
frame_no_16494.jpg,1920,1080,7,1368,389,1609,742
frame_no_13757.jpg,1920,1080,1,1448,721,1723,1067
frame_no_13757.jpg,1920,1080,2,695,752,1176,1085
frame_no_13757.jpg,1920,1080,4,1129,420,1342,789
frame_no_13757.jpg,1920,1080,7,186,449,493,1085
frame_no_15548.jpg,1920,1080,1,1479,721,1770,1074
frame_no_15548.jpg,1920,1080,4,301,443,542,1035
frame_no_15548.jpg,1920,1080,7,1339,340,1578,737
frame_no_15398.jpg,1920,1080,1,1482,721,1788,1074
frame_no_15398.jpg,1920,1080,7,1298,321,1510,724
frame_no_19103.jpg,1920,1080,1,1178,794,1516,1077
frame_no_19103.jpg,1920,1080,3,23,856,415,1080
frame_no_19103.jpg,1920,1080,7,1368,392,1609,747
frame_no_10227.jpg,1920,1080,1,1526,734,1822,1072
frame_no_10227.jpg,1920,1080,3,1168,415,1404,812
frame_no_10227.jpg,1920,1080,4,1054,308,1230,812
frame_no_13411.jpg,1920,1080,1,1342,703,1705,1069
frame_no_13411.jpg,1920,1080,2,724,713,1170,1074
frame_no_13411.jpg,1920,1080,3,965,415,1178,656
frame_no_13411.jpg,1920,1080,4,358,527,695,1069
frame_no_13411.jpg,1920,1080,7,571,345,859,1007
frame_no_11804.jpg,1920,1080,1,1417,672,1677,1067
frame_no_11804.jpg,1920,1080,3,1155,425,1396,820
frame_no_11804.jpg,1920,1080,4,329,768,636,1074
frame_no_17383.jpg,1920,1080,1,1466,677,1705,1074
frame_no_17383.jpg,1920,1080,7,1365,399,1609,742
frame_no_02321.jpg,1920,1080,1,1485,693,1765,1067
frame_no_02321.jpg,1920,1080,3,1007,173,1087,420
frame_no_02321.jpg,1920,1080,4,1100,142,1152,368
frame_no_12932.jpg,1920,1080,1,1451,750,1729,1056
frame_no_12932.jpg,1920,1080,2,493,628,1022,1067
frame_no_12932.jpg,1920,1080,3,1126,402,1456,822
frame_no_12932.jpg,1920,1080,7,46,706,407,1080
frame_no_01293.jpg,1920,1080,1,1547,721,1822,1061
frame_no_01293.jpg,1920,1080,3,98,872,327,1074
frame_no_03555.jpg,1920,1080,1,1523,685,1861,1064
frame_no_03555.jpg,1920,1080,3,1043,135,1090,298
frame_no_03555.jpg,1920,1080,4,1126,137,1168,314
frame_no_03555.jpg,1920,1080,5,976,106,1043,301
frame_no_05885.jpg,1920,1080,1,1607,703,1897,1077
frame_no_05885.jpg,1920,1080,3,968,210,1046,329
frame_no_05885.jpg,1920,1080,4,0,721,119,983
frame_no_05885.jpg,1920,1080,5,1131,521,1417,900
frame_no_05885.jpg,1920,1080,6,880,231,1069,610
frame_no_05885.jpg,1920,1080,7,1124,106,1176,290
frame_no_04124.jpg,1920,1080,1,1534,711,1832,1077
frame_no_04124.jpg,1920,1080,4,1072,140,1118,311
frame_no_04124.jpg,1920,1080,5,989,119,1056,358
frame_no_01374.jpg,1920,1080,1,1435,651,1778,1061
frame_no_01374.jpg,1920,1080,3,83,882,311,1074
frame_no_13920.jpg,1920,1080,1,1350,708,1710,1072
frame_no_13920.jpg,1920,1080,2,680,755,1178,1082
frame_no_13920.jpg,1920,1080,3,150,423,238,752
frame_no_13920.jpg,1920,1080,4,1339,350,1539,716
frame_no_13920.jpg,1920,1080,7,199,493,495,1074
frame_no_07812.jpg,1920,1080,1,1542,687,1902,1069
frame_no_07812.jpg,1920,1080,4,0,529,173,983
frame_no_07812.jpg,1920,1080,6,1290,389,1565,820
frame_no_07812.jpg,1920,1080,7,926,303,1168,820
frame_no_04492.jpg,1920,1080,1,1658,690,1921,1069
frame_no_04492.jpg,1920,1080,4,1048,166,1080,306
frame_no_04492.jpg,1920,1080,5,983,116,1056,363
frame_no_00143.jpg,1920,1080,1,1495,726,1799,1072
frame_no_12936.jpg,1920,1080,1,1453,745,1731,1059
frame_no_12936.jpg,1920,1080,2,417,591,973,1082
frame_no_12936.jpg,1920,1080,3,1126,402,1456,822
frame_no_12936.jpg,1920,1080,7,44,706,417,1074
frame_no_01128.jpg,1920,1080,1,1555,693,1851,1069
frame_no_01128.jpg,1920,1080,3,205,828,565,1080
frame_no_00415.jpg,1920,1080,1,1497,706,1783,1069
frame_no_13409.jpg,1920,1080,1,1342,700,1705,1069
frame_no_13409.jpg,1920,1080,2,724,713,1170,1077
frame_no_13409.jpg,1920,1080,3,965,417,1181,659
frame_no_13409.jpg,1920,1080,4,334,555,695,1074
frame_no_18068.jpg,1920,1080,1,1368,687,1739,1069
frame_no_18068.jpg,1920,1080,7,1378,392,1620,745
frame_no_12839.jpg,1920,1080,1,1435,677,1687,1074
frame_no_12839.jpg,1920,1080,3,1163,405,1414,822
frame_no_18047.jpg,1920,1080,1,1368,675,1726,1074
frame_no_18047.jpg,1920,1080,7,1378,392,1620,745
frame_no_06225.jpg,1920,1080,1,1448,726,1780,1064
frame_no_06225.jpg,1920,1080,2,-2,664,311,1077
frame_no_06225.jpg,1920,1080,3,996,150,1051,332
frame_no_06225.jpg,1920,1080,5,1246,306,1510,830
frame_no_06225.jpg,1920,1080,6,846,371,1129,742
frame_no_06225.jpg,1920,1080,7,1116,132,1189,321
frame_no_11653.jpg,1920,1080,1,1412,760,1700,1082
frame_no_11653.jpg,1920,1080,3,1131,446,1386,820
frame_no_11653.jpg,1920,1080,4,311,797,625,1077
frame_no_11653.jpg,1920,1080,7,0,636,280,1069
frame_no_13573.jpg,1920,1080,1,1331,698,1703,1069
frame_no_13573.jpg,1920,1080,2,737,763,1194,1087
frame_no_13573.jpg,1920,1080,3,1022,205,1118,527
frame_no_13573.jpg,1920,1080,4,1186,324,1316,636
frame_no_13573.jpg,1920,1080,7,441,415,706,1061
frame_no_05852.jpg,1920,1080,1,1453,706,1832,1077
frame_no_05852.jpg,1920,1080,3,978,205,1061,350
frame_no_05852.jpg,1920,1080,4,0,724,116,986
frame_no_05852.jpg,1920,1080,5,1131,519,1420,898
frame_no_05852.jpg,1920,1080,6,874,228,1072,610
frame_no_00160.jpg,1920,1080,1,1433,724,1819,1074
frame_no_15628.jpg,1920,1080,1,1448,706,1845,1072
frame_no_15628.jpg,1920,1080,4,493,576,872,1020
frame_no_15628.jpg,1920,1080,7,1368,355,1609,721
frame_no_18887.jpg,1920,1080,1,1108,667,1674,1077
frame_no_18887.jpg,1920,1080,3,15,825,290,1080
frame_no_18887.jpg,1920,1080,7,1368,394,1609,734
frame_no_01800.jpg,1920,1080,1,1500,716,1793,1072
frame_no_01800.jpg,1920,1080,3,90,872,311,1074
frame_no_01800.jpg,1920,1080,4,1041,135,1080,311
frame_no_17483.jpg,1920,1080,1,1378,682,1710,1074
frame_no_17483.jpg,1920,1080,7,1365,402,1609,742
frame_no_01176.jpg,1920,1080,1,1583,685,1858,1067
frame_no_01176.jpg,1920,1080,3,88,771,534,1067
frame_no_03435.jpg,1920,1080,1,1570,693,1851,1064
frame_no_03435.jpg,1920,1080,3,1043,163,1074,303
frame_no_03435.jpg,1920,1080,4,1002,127,1043,311
frame_no_08177.jpg,1920,1080,1,1466,729,1780,1077
frame_no_08177.jpg,1920,1080,3,1020,171,1092,366
frame_no_08177.jpg,1920,1080,6,1305,410,1568,797
frame_no_08177.jpg,1920,1080,7,864,301,1100,794
frame_no_08877.jpg,1920,1080,1,1508,687,1874,1059
frame_no_08877.jpg,1920,1080,2,700,983,898,1069
frame_no_08877.jpg,1920,1080,3,989,186,1064,373
frame_no_08877.jpg,1920,1080,4,1108,218,1183,386
frame_no_08877.jpg,1920,1080,6,1129,218,1287,591
frame_no_18913.jpg,1920,1080,1,1168,695,1703,1072
frame_no_18913.jpg,1920,1080,3,12,828,340,1080
frame_no_18913.jpg,1920,1080,7,1368,394,1609,734
frame_no_00770.jpg,1920,1080,1,1513,690,1853,1067
frame_no_00770.jpg,1920,1080,3,96,877,355,1072
frame_no_01337.jpg,1920,1080,1,1531,721,1819,1064
frame_no_01337.jpg,1920,1080,3,90,872,324,1074
frame_no_02489.jpg,1920,1080,1,1492,719,1791,1069
frame_no_02489.jpg,1920,1080,3,1015,160,1074,376
frame_no_02489.jpg,1920,1080,4,1082,147,1134,376
frame_no_02489.jpg,1920,1080,5,968,116,1035,355
frame_no_00333.jpg,1920,1080,1,1417,708,1817,1067
frame_no_08023.jpg,1920,1080,1,1549,682,1895,1069
frame_no_08023.jpg,1920,1080,4,1059,218,1165,565
frame_no_08023.jpg,1920,1080,6,1295,399,1565,721
frame_no_08023.jpg,1920,1080,7,794,277,1092,799
